web-scraper-order,web-scraper-start-url,name,link,link-href,image-src,price,rating,price2,price3,price4,data,category,description
1754703580-199,https://ca.iherb.com/c/supplements?p=16,"Isatori, L-Carnitine, Malibu Beach, 12 fl oz (360 ml)",,https://ca.iherb.com/pr/isatori-l-carnitine-malibu-beach-12-fl-oz-360-ml/139493,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/isa/isa00575/u/8.jpg",CA$25.48,4.8/5 - 27 Reviews,,,,,Vitamins,"Isatori, L-Carnitine, Malibu Beach, 12 fl oz (360 ml) is a high-quality product in the Vitamins category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$25.48, Rating: 4.8/5 - 27 Reviews."
1754703580-200,https://ca.iherb.com/c/supplements?p=16,"Life Extension, Curcumin Elite, Turmeric Extract, 60 Vegetarian Capsules",,https://ca.iherb.com/pr/life-extension-curcumin-elite-turmeric-extract-60-vegetarian-capsules/97643,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/lex/lex24076/u/41.jpg",CA$37.80,"4.7/5 - 5,887 Reviews",,,,,Protein Supplements,"Life Extension, Curcumin Elite, Turmeric Extract, 60 Vegetarian Capsules is a high-quality product in the Protein Supplements category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$37.80, Rating: 4.7/5 - 5,887 Reviews."
1754703580-201,https://ca.iherb.com/c/supplements?p=16,"Yerba Prima, Odor Cleanse, 50 Capsules (75 mg per Capsule)",,https://ca.iherb.com/pr/yerba-prima-odor-cleanse-50-capsules-75-mg-per-capsule/56176,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/ybp/ybp00452/u/27.jpg",CA$16.44,4.2/5 - 748 Reviews,,,,,Digestive Health,"Yerba Prima, Odor Cleanse, 50 Capsules (75 mg per Capsule) is a high-quality product in the Digestive Health category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$16.44, Rating: 4.2/5 - 748 Reviews."
1754703580-202,https://ca.iherb.com/c/supplements?p=16,"California Gold Nutrition, Chewable Magnesium for Children,  Cherry, 90 Vegetarian Tablets (50 mg per Tablet)",,https://ca.iherb.com/pr/california-gold-nutrition-chewable-magnesium-for-children-cherry-90-vegetarian-tablets-50-mg-per-tablet/119416,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/cgn/cgn02271/u/11.jpg",CA$12.96,"4.8/5 - 8,965 Reviews",,,,,Vitamins,"California Gold Nutrition, Chewable Magnesium for Children,  Cherry, 90 Vegetarian Tablets (50 mg per Tablet) is a high-quality product in the Vitamins category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$12.96, Rating: 4.8/5 - 8,965 Reviews."
1754703580-203,https://ca.iherb.com/c/supplements?p=16,"One-A-Day, Prenatal 1 with Folic Acid, DHA & Iron, 60 Softgels",,https://ca.iherb.com/pr/one-a-day-prenatal-1-with-folic-acid-dha-iron-60-softgels/127278,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/oad/oad56010/u/12.jpg",CA$62.12,4.8/5 - 136 Reviews,,,,,Protein Supplements,"One-A-Day, Prenatal 1 with Folic Acid, DHA & Iron, 60 Softgels is a high-quality product in the Protein Supplements category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$62.12, Rating: 4.8/5 - 136 Reviews."
1754703580-204,https://ca.iherb.com/c/supplements?p=16,"Natrol, Kids, Melatonin Gummies, Ages 4+, Raspberry, 1 mg, 60 Gummies",,https://ca.iherb.com/pr/natrol-kids-melatonin-gummies-ages-4-raspberry-1-mg-60-gummies/100775,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/ntl/ntl07692/u/72.jpg",CA$18.45,"4.8/5 - 18,928 Reviews",,,,,Digestive Health,"Natrol, Kids, Melatonin Gummies, Ages 4+, Raspberry, 1 mg, 60 Gummies is a high-quality product in the Digestive Health category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$18.45, Rating: 4.8/5 - 18,928 Reviews."
1754703580-205,https://ca.iherb.com/c/supplements?p=16,"Bio-Strath, Fermented Herbal Yeast Postbiotic, 100 Tablets",,https://ca.iherb.com/pr/bio-strath-fermented-herbal-yeast-postbiotic-100-tablets/148665,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/bst/bst01313/u/16.jpg",CA$36.19,4.6/5 - 444 Reviews,,,,,Vitamins,"Bio-Strath, Fermented Herbal Yeast Postbiotic, 100 Tablets is a high-quality product in the Vitamins category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$36.19, Rating: 4.6/5 - 444 Reviews."
1754703580-206,https://ca.iherb.com/c/supplements?p=16,"Nutri, NMN+, Max Strength, 60 Vegan Capsules",,https://ca.iherb.com/pr/nutri-nmn-max-strength-60-vegan-capsules/144393,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/nfu/nfu74298/u/24.jpg",CA$72.40,4.5/5 - 101 Reviews,,,,,Protein Supplements,"Nutri, NMN+, Max Strength, 60 Vegan Capsules is a high-quality product in the Protein Supplements category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$72.40, Rating: 4.5/5 - 101 Reviews."
1754703580-207,https://ca.iherb.com/c/supplements?p=16,"Jarrow Formulas, Vegan Saccharomyces Boulardii + MOS, 5 Billion CFU, 90 Veggie Capsules",,https://ca.iherb.com/pr/jarrow-formulas-vegan-saccharomyces-boulardii-mos-5-billion-cfu-90-veggie-capsules/372,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/jrw/jrw03004/u/112.jpg",CA$42.38,"4.8/5 - 24,580 Reviews",,,,,Digestive Health,"Jarrow Formulas, Vegan Saccharomyces Boulardii + MOS, 5 Billion CFU, 90 Veggie Capsules is a high-quality product in the Digestive Health category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$42.38, Rating: 4.8/5 - 24,580 Reviews."
1754703580-208,https://ca.iherb.com/c/supplements?p=16,"Doctor's Best, Fully Active B Complex with Quatrefolic®, 30 Veggie Caps",,https://ca.iherb.com/pr/doctor-s-best-fully-active-b-complex-with-quatrefolic-30-veggie-caps/50940,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/drb/drb00299/u/160.jpg",CA$13.68,"4.7/5 - 19,326 Reviews",,,,,Vitamins,"Doctor's Best, Fully Active B Complex with Quatrefolic®, 30 Veggie Caps is a high-quality product in the Vitamins category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$13.68, Rating: 4.7/5 - 19,326 Reviews."
1754703580-209,https://ca.iherb.com/c/supplements?p=16,"EPI, Moducare, 180 Vegetarian Capsules",,https://ca.iherb.com/pr/epi-moducare-180-vegetarian-capsules/3616,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/epi/epi65610/u/43.jpg",CA$76.96,"4.7/5 - 1,683 Reviews",,,,,Protein Supplements,"EPI, Moducare, 180 Vegetarian Capsules is a high-quality product in the Protein Supplements category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$76.96, Rating: 4.7/5 - 1,683 Reviews."
1754703580-210,https://ca.iherb.com/c/supplements?p=16,"California Gold Nutrition, CoQ10 with Bioperine® and Black Pepper Extract, Enhanced Biovailability, 200 mg, 120 Veggie Capsules",,https://ca.iherb.com/pr/california-gold-nutrition-coq10-with-bioperine-and-black-pepper-extract-enhanced-biovailability-200-mg-120-veggie-capsules/138558,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/cgn/cgn02451/u/9.jpg",CA$31.10,"4.8/5 - 4,571 Reviews",,,,,Digestive Health,"California Gold Nutrition, CoQ10 with Bioperine® and Black Pepper Extract, Enhanced Biovailability, 200 mg, 120 Veggie Capsules is a high-quality product in the Digestive Health category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$31.10, Rating: 4.8/5 - 4,571 Reviews."
1754703580-211,https://ca.iherb.com/c/supplements?p=16,"Nature's Way, Sambucus® Kids, Immune Gummy with Zinc & Vitamin C, Elderberry, 60 Gummies",,https://ca.iherb.com/pr/nature-s-way-sambucus-kids-immune-gummy-with-zinc-vitamin-c-elderberry-60-gummies/83187,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/nwy/nwy12285/u/71.jpg",CA$27.01,"4.8/5 - 5,580 Reviews",,,,,Vitamins,"Nature's Way, Sambucus® Kids, Immune Gummy with Zinc & Vitamin C, Elderberry, 60 Gummies is a high-quality product in the Vitamins category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$27.01, Rating: 4.8/5 - 5,580 Reviews."
1754703580-212,https://ca.iherb.com/c/supplements?p=16,"NOW Foods, Quercetin with Bromelain, 240 Veg Capsules",,https://ca.iherb.com/pr/now-foods-quercetin-with-bromelain-240-veg-capsules/18416,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/now/now03071/u/45.jpg",CA$72.08,"4.7/5 - 25,486 Reviews",,,,,Protein Supplements,"NOW Foods, Quercetin with Bromelain, 240 Veg Capsules is a high-quality product in the Protein Supplements category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$72.08, Rating: 4.7/5 - 25,486 Reviews."
1754703580-213,https://ca.iherb.com/c/supplements?p=16,"NOW Foods, Chlorophyll, 100 mg, 90 Veg Capsules",,https://ca.iherb.com/pr/now-foods-chlorophyll-100-mg-90-veg-capsules/498,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/now/now02645/u/39.jpg",CA$18.75,"4.7/5 - 21,178 Reviews",,,,,Digestive Health,"NOW Foods, Chlorophyll, 100 mg, 90 Veg Capsules is a high-quality product in the Digestive Health category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$18.75, Rating: 4.7/5 - 21,178 Reviews."
1754703580-214,https://ca.iherb.com/c/supplements?p=16,"NOW Foods, Saw Palmetto Extract, Men's Health, 320 mg, 90 Veggie Softgels",,https://ca.iherb.com/pr/now-foods-saw-palmetto-extract-men-s-health-320-mg-90-veggie-softgels/6106,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/now/now04756/u/32.jpg",CA$37.53,"4.6/5 - 9,491 Reviews",,,,,Vitamins,"NOW Foods, Saw Palmetto Extract, Men's Health, 320 mg, 90 Veggie Softgels is a high-quality product in the Vitamins category, designed to support your health and wellness goals. It is sourced from trusted ingredients and manufactured to deliver optimal results, making it a great choice for daily use. Price: CA$37.53, Rating: 4.6/5 - 9,491 Reviews."
